Area of usual residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,Other method of travel to work,F10,F11,F12,F13,F14
E02000042,E02000105,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000106,2,0,0,0,1,0,0,0,0,0,0,1
E02000042,E02000107,6,0,0,0,3,0,0,3,0,0,0,0
E02000042,E02000109,7,0,3,0,0,0,0,4,0,0,0,0
E02000042,E02000111,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000112,6,0,0,0,1,0,0,5,0,0,0,0
E02000042,E02000113,5,0,1,0,1,0,0,3,0,0,0,0
E02000042,E02000114,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000116,3,0,0,1,0,0,0,2,0,0,0,0
E02000042,E02000117,5,0,1,0,2,0,0,1,0,1,0,0
E02000042,E02000118,4,0,0,0,0,0,0,4,0,0,0,0
E02000042,E02000119,12,0,3,0,1,0,0,7,1,0,0,0
E02000042,E02000120,6,0,1,0,2,0,0,3,0,0,0,0
E02000042,E02000121,6,0,0,0,2,0,0,2,1,0,1,0
E02000042,E02000122,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000124,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000132,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000135,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000166,6,0,1,1,0,0,0,4,0,0,0,0
E02000042,E02000167,10,0,6,0,2,0,0,2,0,0,0,0
E02000042,E02000168,21,0,5,5,3,0,0,7,0,1,0,0
E02000042,E02000169,5,0,3,0,2,0,0,0,0,0,0,0
E02000042,E02000170,7,0,0,0,2,0,0,4,0,1,0,0
E02000042,E02000171,3,0,0,0,2,0,0,1,0,0,0,0
E02000042,E02000172,18,0,7,1,1,0,2,6,1,0,0,0
E02000042,E02000173,37,0,14,0,13,0,3,6,0,1,0,0
E02000042,E02000174,4,0,2,1,0,0,0,1,0,0,0,0
E02000042,E02000175,17,0,1,0,8,1,0,7,0,0,0,0
E02000042,E02000176,7,0,3,0,0,0,0,0,0,4,0,0
E02000042,E02000177,6,0,2,0,2,0,1,1,0,0,0,0
E02000042,E02000178,4,0,0,0,1,0,0,3,0,0,0,0
E02000042,E02000179,4,0,0,0,3,0,0,0,0,0,0,1
E02000042,E02000180,3,0,2,0,1,0,0,0,0,0,0,0
E02000042,E02000181,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000182,10,0,0,0,8,0,1,1,0,0,0,0
E02000042,E02000183,13,0,12,0,1,0,0,0,0,0,0,0
E02000042,E02000184,22,0,18,1,3,0,0,0,0,0,0,0
E02000042,E02000185,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02000186,37,0,29,1,0,0,1,4,0,2,0,0
E02000042,E02000187,10,0,5,0,1,0,0,3,0,1,0,0
E02000042,E02000188,13,0,13,0,0,0,0,0,0,0,0,0
E02000042,E02000189,6,0,5,0,0,0,0,1,0,0,0,0
E02000042,E02000190,10,0,8,0,0,0,0,1,0,1,0,0
E02000042,E02000191,65,0,57,0,1,0,1,2,2,2,0,0
E02000042,E02000192,44,0,32,5,1,0,0,3,1,2,0,0
E02000042,E02000193,92,0,71,1,5,0,1,9,0,4,1,0
E02000042,E02000196,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000203,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000207,1,0,0,0,0,0,0,0,0,0,1,0
E02000042,E02000220,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000238,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000242,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000243,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000244,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000245,3,0,1,0,0,0,0,2,0,0,0,0
E02000042,E02000248,6,0,0,0,0,0,0,6,0,0,0,0
E02000042,E02000252,18,0,2,0,3,0,0,13,0,0,0,0
E02000042,E02000255,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000256,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000257,4,0,2,1,0,0,0,1,0,0,0,0
E02000042,E02000262,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000266,2,0,0,0,0,0,0,1,0,1,0,0
E02000042,E02000267,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000268,2,0,0,1,0,0,1,0,0,0,0,0
E02000042,E02000269,1,0,0,0,0,0,1,0,0,0,0,0
E02000042,E02000272,2,0,0,0,1,0,0,0,1,0,0,0
E02000042,E02000278,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000280,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000281,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02000283,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000284,3,0,0,0,1,0,0,2,0,0,0,0
E02000042,E02000285,4,0,0,0,1,0,0,2,1,0,0,0
E02000042,E02000286,15,0,0,1,2,0,0,9,1,1,1,0
E02000042,E02000287,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000288,9,0,0,0,0,0,0,8,0,0,1,0
E02000042,E02000289,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000290,7,0,0,0,3,0,0,4,0,0,0,0
E02000042,E02000291,5,0,0,0,1,0,0,3,0,0,1,0
E02000042,E02000292,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000293,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000294,3,0,0,0,0,0,0,2,1,0,0,0
E02000042,E02000295,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000296,16,0,1,0,7,0,0,8,0,0,0,0
E02000042,E02000297,4,0,0,0,1,0,0,2,0,0,1,0
E02000042,E02000299,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000300,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000302,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000303,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000304,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000305,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02000306,6,0,1,0,0,0,0,5,0,0,0,0
E02000042,E02000307,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000308,5,0,0,0,2,0,0,2,0,0,1,0
E02000042,E02000309,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000311,2,0,1,0,1,0,0,0,0,0,0,0
E02000042,E02000312,3,0,0,0,1,0,0,2,0,0,0,0
E02000042,E02000316,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000340,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000344,1,0,0,0,0,0,0,0,0,1,0,0
E02000042,E02000345,3,0,0,0,1,0,0,2,0,0,0,0
E02000042,E02000346,3,0,0,0,2,0,0,1,0,0,0,0
E02000042,E02000351,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000353,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000354,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000356,3,0,1,0,0,0,0,2,0,0,0,0
E02000042,E02000358,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000359,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000361,3,0,0,0,0,0,0,2,0,1,0,0
E02000042,E02000363,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000364,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000365,5,0,3,0,2,0,0,0,0,0,0,0
E02000042,E02000367,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000369,3,0,1,0,0,0,0,0,0,0,2,0
E02000042,E02000370,3,0,2,1,0,0,0,0,0,0,0,0
E02000042,E02000371,36,0,29,1,1,0,1,4,0,0,0,0
E02000042,E02000372,15,0,7,0,2,0,0,5,0,1,0,0
E02000042,E02000373,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000375,9,0,6,0,0,0,0,2,0,0,1,0
E02000042,E02000376,3,0,3,0,0,0,0,0,0,0,0,0
E02000042,E02000378,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000379,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000380,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000381,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000382,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000383,3,0,3,0,0,0,0,0,0,0,0,0
E02000042,E02000384,19,0,15,0,0,0,0,4,0,0,0,0
E02000042,E02000387,4,0,3,0,1,0,0,0,0,0,0,0
E02000042,E02000391,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000397,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000398,8,0,0,0,2,0,0,6,0,0,0,0
E02000042,E02000400,6,0,0,0,0,0,0,5,1,0,0,0
E02000042,E02000403,8,0,0,0,3,0,0,4,0,1,0,0
E02000042,E02000404,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000405,7,0,0,0,1,0,1,3,1,1,0,0
E02000042,E02000406,3,0,0,0,1,0,0,1,0,0,0,1
E02000042,E02000407,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000408,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000410,15,0,1,1,6,0,0,6,0,0,1,0
E02000042,E02000412,17,0,1,0,4,0,0,10,2,0,0,0
E02000042,E02000413,14,0,1,0,7,0,0,6,0,0,0,0
E02000042,E02000414,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000415,3,0,0,0,1,0,0,2,0,0,0,0
E02000042,E02000416,6,0,0,0,0,0,0,6,0,0,0,0
E02000042,E02000417,21,0,2,0,14,0,0,3,0,1,1,0
E02000042,E02000418,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000419,3,0,0,0,0,0,0,2,1,0,0,0
E02000042,E02000420,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000421,9,0,1,0,2,0,0,6,0,0,0,0
E02000042,E02000422,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000424,3,0,0,0,1,0,0,2,0,0,0,0
E02000042,E02000426,9,0,1,0,3,0,0,4,0,0,1,0
E02000042,E02000428,2,0,1,0,1,0,0,0,0,0,0,0
E02000042,E02000429,6,0,1,0,4,0,0,1,0,0,0,0
E02000042,E02000430,8,0,1,0,4,0,0,3,0,0,0,0
E02000042,E02000431,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000432,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000433,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000434,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02000435,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000436,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000439,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000442,4,0,0,0,1,0,0,3,0,0,0,0
E02000042,E02000443,2,0,0,0,2,0,0,0,0,0,0,0
E02000042,E02000445,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000452,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000454,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000455,8,0,1,0,1,0,0,6,0,0,0,0
E02000042,E02000457,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000459,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02000460,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000483,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000491,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000494,3,0,0,1,0,0,0,1,1,0,0,0
E02000042,E02000495,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000496,4,0,0,0,0,0,0,4,0,0,0,0
E02000042,E02000497,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000501,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000509,5,0,3,0,1,0,0,1,0,0,0,0
E02000042,E02000511,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000515,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000520,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000524,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000526,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000528,3,0,1,0,0,0,0,2,0,0,0,0
E02000042,E02000530,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000531,3,0,0,0,0,0,1,2,0,0,0,0
E02000042,E02000532,3,0,1,0,0,0,0,1,1,0,0,0
E02000042,E02000534,8,0,2,0,0,0,2,4,0,0,0,0
E02000042,E02000538,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000539,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000543,4,0,3,0,0,0,0,1,0,0,0,0
E02000042,E02000546,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000547,2,0,1,0,0,0,0,0,1,0,0,0
E02000042,E02000548,2,0,0,1,0,0,0,1,0,0,0,0
E02000042,E02000554,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000555,5,0,1,0,3,0,0,1,0,0,0,0
E02000042,E02000556,6,0,1,0,3,0,0,2,0,0,0,0
E02000042,E02000557,32,0,11,2,10,0,1,8,0,0,0,0
E02000042,E02000558,6,0,2,0,2,0,0,2,0,0,0,0
E02000042,E02000559,17,0,2,0,4,0,1,7,0,0,3,0
E02000042,E02000560,6,0,0,0,3,0,0,3,0,0,0,0
E02000042,E02000561,4,0,1,0,0,0,0,2,1,0,0,0
E02000042,E02000562,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000563,3,0,1,0,1,0,0,1,0,0,0,0
E02000042,E02000564,6,0,2,0,1,0,0,3,0,0,0,0
E02000042,E02000566,8,0,3,1,0,0,0,4,0,0,0,0
E02000042,E02000567,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000568,12,0,4,0,2,0,0,5,0,1,0,0
E02000042,E02000569,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000570,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000571,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02000572,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000573,16,0,9,2,1,0,0,3,0,1,0,0
E02000042,E02000574,25,0,14,0,4,0,1,4,0,2,0,0
E02000042,E02000575,56,0,47,2,4,0,0,1,0,0,2,0
E02000042,E02000576,33,0,27,3,1,0,0,1,0,0,0,1
E02000042,E02000577,3,0,2,0,1,0,0,0,0,0,0,0
E02000042,E02000578,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000579,1,0,0,0,0,0,0,0,1,0,0,0
E02000042,E02000580,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000581,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000582,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000583,3,0,0,0,2,0,0,1,0,0,0,0
E02000042,E02000584,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02000585,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000586,11,0,4,0,4,0,0,0,2,0,1,0
E02000042,E02000587,3,0,2,0,0,0,0,0,0,0,0,1
E02000042,E02000588,22,0,22,0,0,0,0,0,0,0,0,0
E02000042,E02000589,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000590,3,0,3,0,0,0,0,0,0,0,0,0
E02000042,E02000592,7,0,7,0,0,0,0,0,0,0,0,0
E02000042,E02000593,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000594,2,0,0,1,0,0,0,1,0,0,0,0
E02000042,E02000595,3,0,1,1,1,0,0,0,0,0,0,0
E02000042,E02000596,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000597,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000606,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000619,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000620,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000630,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000631,4,0,2,0,0,0,0,2,0,0,0,0
E02000042,E02000633,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000634,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000649,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000657,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000661,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000664,2,0,1,0,0,0,0,0,0,0,1,0
E02000042,E02000672,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000689,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000691,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000692,2,0,1,0,1,0,0,0,0,0,0,0
E02000042,E02000697,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000716,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000725,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000726,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000730,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000731,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000735,3,0,2,1,0,0,0,0,0,0,0,0
E02000042,E02000737,6,0,1,0,2,0,0,3,0,0,0,0
E02000042,E02000741,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000746,5,0,1,0,1,0,0,2,0,0,1,0
E02000042,E02000747,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000748,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000750,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000759,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000764,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000765,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000767,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000772,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000773,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000785,2,0,0,0,0,0,1,1,0,0,0,0
E02000042,E02000786,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000787,1,0,0,0,0,0,0,0,0,0,1,0
E02000042,E02000789,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000790,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000791,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000797,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000804,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000808,52,0,44,4,0,0,2,1,0,1,0,0
E02000042,E02000809,14,0,12,1,0,0,0,0,0,0,0,1
E02000042,E02000812,6,0,4,2,0,0,0,0,0,0,0,0
E02000042,E02000815,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000819,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000820,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02000828,2,0,1,0,1,0,0,0,0,0,0,0
E02000042,E02000830,2,0,2,0,0,0,0,0,0,0,0,0
E02000042,E02000851,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000860,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000864,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000865,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000867,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000868,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000870,1,0,0,0,0,0,0,0,0,0,1,0
E02000042,E02000873,3,0,3,0,0,0,0,0,0,0,0,0
E02000042,E02000874,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000877,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000878,13,0,10,0,0,0,1,2,0,0,0,0
E02000042,E02000880,4,0,2,0,0,0,0,1,0,1,0,0
E02000042,E02000884,11,0,9,1,0,0,1,0,0,0,0,0
E02000042,E02000885,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02000889,7,0,7,0,0,0,0,0,0,0,0,0
E02000042,E02000890,4,0,3,0,0,0,0,1,0,0,0,0
E02000042,E02000891,11,0,11,0,0,0,0,0,0,0,0,0
E02000042,E02000894,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000896,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000900,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000901,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000907,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000909,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000911,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000913,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02000918,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000919,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000920,5,0,0,1,1,0,0,2,0,0,1,0
E02000042,E02000921,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000923,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000924,8,0,3,0,0,0,0,4,1,0,0,0
E02000042,E02000932,7,0,7,0,0,0,0,0,0,0,0,0
E02000042,E02000933,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000936,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02000956,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02000957,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02000960,5,0,0,0,2,0,0,2,1,0,0,0
E02000042,E02000961,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02000962,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000964,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02000965,5,0,0,0,1,0,0,4,0,0,0,0
E02000042,E02000966,3,0,1,0,2,0,0,0,0,0,0,0
E02000042,E02000967,21,0,11,0,7,0,0,3,0,0,0,0
E02000042,E02000968,9,0,3,0,5,0,0,1,0,0,0,0
E02000042,E02000969,5,0,1,0,1,0,1,2,0,0,0,0
E02000042,E02000970,57,0,37,3,8,0,1,6,0,2,0,0
E02000042,E02000971,12,0,8,0,1,0,0,3,0,0,0,0
E02000042,E02000972,178,0,146,6,15,0,1,4,0,4,2,0
E02000042,E02000973,3,0,3,0,0,0,0,0,0,0,0,0
E02000042,E02000974,17,0,9,0,3,0,0,2,3,0,0,0
E02000042,E02000975,8,0,4,0,3,0,1,0,0,0,0,0
E02000042,E02000976,3,0,2,0,1,0,0,0,0,0,0,0
E02000042,E02000977,142,0,117,4,13,0,3,3,0,2,0,0
E02000042,E02000978,25,0,18,3,1,0,1,1,0,1,0,0
E02000042,E02000979,76,0,58,1,10,0,0,2,0,4,1,0
E02000042,E02000980,16,0,12,0,1,0,3,0,0,0,0,0
E02000042,E02000981,1,0,0,0,0,0,0,0,0,1,0,0
E02000042,E02000982,19,0,17,0,1,0,1,0,0,0,0,0
E02000042,E02001087,1,0,0,0,1,0,0,0,0,0,0,0
E02000042,E02001460,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02001700,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02001966,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02002593,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02002728,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02002741,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02002965,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02002996,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02003037,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02003254,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003266,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003271,3,0,0,0,0,0,0,3,0,0,0,0
E02000042,E02003273,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003275,3,0,2,0,0,0,0,1,0,0,0,0
E02000042,E02003278,5,0,0,0,0,0,0,5,0,0,0,0
E02000042,E02003282,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003286,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003310,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003312,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003328,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02003353,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003358,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02003360,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003375,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02003399,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02003406,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003414,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003415,2,0,0,1,0,0,0,0,0,0,1,0
E02000042,E02003420,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003422,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003425,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02003430,2,0,1,0,0,0,0,1,0,0,0,0
E02000042,E02003444,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003465,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003466,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003472,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003475,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02003477,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003517,1,0,0,0,0,0,0,0,0,0,1,0
E02000042,E02003525,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003557,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02003604,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003629,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003639,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003644,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003645,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003660,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003661,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003663,2,0,0,0,1,0,0,1,0,0,0,0
E02000042,E02003672,1,0,1,0,0,0,0,0,0,0,0,0
E02000042,E02003675,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02003680,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003682,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003686,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003690,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02003695,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003708,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003710,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003714,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02003716,2,0,0,0,0,0,0,2,0,0,0,0
E02000042,E02004252,1,0,0,0,0,0,0,1,0,0,0,0
E02000042,E02004426,1,0,0,1,0,0,0,0,0,0,0,0
E02000042,E02004437,1,0,0,0,0,0,0,1,0,0,0,0
